StartDate,EndDate,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,batch,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,id,comp1g1 ,comp2g1,Action1rA ,Action1rB,treatment,role,action,comp1g1BZ ,comp2g1BZ,ActionABZ,ActionBBZ,comp1EW ,comp2EW,EWg1actionA,EWg1actionB ,Advice1,About,Dnorm1,Dnorm2,Snorm1 ,Snorm2,Lotteries,education ,hamlet,politics_1,Submission id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
2/22/24 15:22,2/22/24 15:39,78.10.207.0,100,1009,TRUE,2/22/24 15:39,R_1jZ1yK1vnrc04bU,2,52.2296,21.0067,EN,0.899999976,605b52d6903ac0311ac2f941,0 tokens,15 tokens,,Hold,k,b,Hold,,,,,,,,,"The game is very intuitive. I wouldn't be able to give good advice. However, sometimes it is worth considering different combinations, maybe even drawing it out to choose the best option.","I am a student and when going to exercises, in order to get bonuses for being active, you must register. I have trouble speaking in front of large numbers of people. When i know the answer to a question, I often feel embarased to answer it  and while waiting, someone will be a jerk and already answer and get a point. Then, sometimes it happens only that there is another question to which I also know the exact answer. If I were more open and brave, I would answer the question and get a plus.",Hold,Pass,Pass,Hold,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens","Four-year degree (Bachelor's, etc.)",450,45,65d7bb069e20645ec4458a3c,APPROVED,2024-02-22T21:22:14.517000Z,2024-02-22T21:39:54.657000Z,2024-02-22T22:07:08.975000Z,2024-02-22T21:39:55.143326Z,1061,C18UP4AJ,112,21,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
2/22/24 15:23,2/22/24 15:39,197.184.182.245,100,947,TRUE,2/22/24 15:39,R_3230VWHaQvDjeSZ,2,-26.2309,28.0583,EN,0.899999976,613f00ed5c3a2ad71438d095,5 tokens,15 tokens,,Pass,k,b,Pass,,,,,,,,,"working together will be beneficial for both parties, be considerate of the next person, do not be greedy ",How people work together and share equally or if they would rather be selfish and look to gain more at the expense of others,Pass,Hold,Pass,Pass,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens","Four-year degree (Bachelor's, etc.)",400000,50,65d7bb1e1794fe4f0373a83d,APPROVED,2024-02-22T21:23:09.981000Z,2024-02-22T21:43:51.265000Z,2024-02-22T22:07:10.945000Z,2024-02-22T21:43:51.849755Z,1242,C18UP4AJ,274,31,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
2/22/24 15:22,2/22/24 15:39,95.60.98.215,100,972,TRUE,2/22/24 15:39,R_4Mht9sahTwgchVb,2,37.1379,-3.6179,ES-ES,1,610c49d07650e171a56677fa,5 tokens,5 tokens,Hold,,k,a,Hold,,,,,,,,,"While it is true that you can get more than what you have, sometimes it is better to play it safe and hold to make sure that you at least end up with something","knowing that in our daily lives we go through many situations in which we have to decide whether to stay or not, in workplace for example, this interaction has a similarity for me with salary increases or job offers. Working together and cooperating.",Hold,Pass,Hold,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","Four-year degree (Bachelor's, etc.)",20,81,65d7bb2a333638bb6a2c15b1,APPROVED,2024-02-22T21:22:54.123000Z,2024-02-22T21:39:19.765000Z,2024-02-22T22:07:12.032000Z,2024-02-22T21:39:20.421600Z,986,C18UP4AJ,147,25,Female,Other,Spain,Spain,Spain,Spanish,Yes,Full-Time
2/22/24 15:22,2/22/24 15:39,92.249.237.218,100,999,TRUE,2/22/24 15:39,R_80YuzYUGxTpafRi,2,47.4426,19.3644,EN,1,5fce87242cc34e0d521b54aa,0 tokens,15 tokens,Pass,,k,a,Pass,,,,,,,,,"I would suggest to always select the option that yields some kind of benefit for both parts, even if the benefit is lower. Otherwise you are risking to lose and it's also nice to help out your fellow counterpart. Mutual consensus is a better way to proceed.","It somehow reminds me of driving a car in traffic. I know it sounds unrelated, but the basic concept of trusting other parties in a mutually beneficial outcome is technically based on the same principle. Also it might refer to a general trust towards peers and people you encounter in your everydays.",Hold,Pass,Hold,Hold,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens","Four-year degree (Bachelor's, etc.)",1200,65,65d7bb155a3fdeffa857e95d,APPROVED,2024-02-22T21:22:29.688000Z,2024-02-22T21:39:56.911000Z,2024-02-22T22:07:10.304000Z,2024-02-22T21:39:57.374487Z,1048,C18UP4AJ,417,33,Female,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time
2/22/24 15:25,2/22/24 15:39,41.114.59.193,100,865,TRUE,2/22/24 15:39,R_8376nTg07bNgNri,2,-26.2309,28.0583,EN,1,6136a1e1159dc808ad660d89,5 tokens,15 tokens,Pass,,k,a,Pass,,,,,,,,,"Think about the rewards you might get depending on the choice you make. At the same time, be mindful of what it could cost you depending on what the other player chooses. It is a gamble at the end of the day, so trust your instincts. ","I think this relates to the choices I make regarding studying or procrastinating. If I procrastinate, my knowledge remains the same, whereas if I choose to study, I gain more knowledge and I would be able to apply the intial knowledge at a higher level. ",Hold,Hold,Pass,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens","Four-year degree (Bachelor's, etc.)",2000,73,65d7bb1aa7d0fa625757de2e,APPROVED,2024-02-22T21:22:49.830000Z,2024-02-22T21:40:12.325000Z,2024-02-22T22:07:10.632000Z,2024-02-22T21:40:12.872258Z,1043,C18UP4AJ,353,24,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
2/22/24 15:23,2/22/24 15:39,154.65.123.22,100,986,TRUE,2/22/24 15:39,R_2gsg8jhSj2y4Ohr,2,-23.8287,30.1672,EN,1,5f18ba940ce7b80d1875c975,,,,,ew,b,Hold,,,,,15 tokens,15 tokens,,Hold,"It is best to loan so that one can benefit more from the loan investment rather than holding and not getting anything from it and not forgetting that holding could also end the game quite sooner. Always tale calculated risks when playing, think big in order to score huge.","It reminds me of times when I have to take risks making decisions when gambling. When playing in teams others tend to be selfish because everybody wants to gain something. This interaction reminds me of how some people gain and how others don't depending on one's choice. Afterall, gambling is a win loose at the end of the day..",Pass,Pass,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",High school,250000,52,65d7bb320d2262710e6742fa,APPROVED,2024-02-22T21:23:05.205000Z,2024-02-22T21:41:27.548000Z,2024-02-22T22:07:13.681000Z,2024-02-22T21:41:28.133137Z,1103,C18UP4AJ,103,41,Female,Other,South Africa,South Africa,South Africa,Portuguese,No,Full-Time
2/22/24 15:22,2/22/24 15:40,31.0.26.202,100,1090,TRUE,2/22/24 15:40,R_1awC8fuz6WudWoT,2,52.2296,21.0067,EN,1,60e747495c21b4b35645dbd3,,,,,bz,a,Pass,10 tokens,15 tokens,Pass,,,,,,"If I were you, I would take the risk so that each player would gain more. Worst case scenario, you'll get 10 tokens.","Maybe about cooperation with people from work or from the environment, that by working together and taking risks we can gain more?",Pass,Hold,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","Four-year degree (Bachelor's, etc.)",1000,71,65d7baf8e91985a59bcdf499,APPROVED,2024-02-22T21:22:00.928000Z,2024-02-22T21:40:58.509000Z,2024-02-22T22:07:08.020000Z,2024-02-22T21:40:59.519703Z,1138,C18UP4AJ,75,26,Female,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking)
2/22/24 15:23,2/22/24 15:40,41.147.1.36,100,1018,TRUE,2/22/24 15:40,R_43KuyVCnJ1huYs9,2,-33.91,18.4304,EN,1,65abde27c2a42b82fabec539,,,,,ew,b,Hold,,,,,5 tokens,15 tokens,,Hold,"always take the risk. if there is an opportunity to grow ones earnings, I advise to always take the risk. therefore,  chose to loan than hold.","it reminds me of the concept of borrowing and interest. It also reminds one of the subject of trust, in situations where finances and other people or entities involved.",Pass,Hold,none,none,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",Some college,200000,64,65d7bb191f8f3c5a044baad3,APPROVED,2024-02-22T21:22:55.578000Z,2024-02-22T21:41:24.675000Z,2024-02-22T22:07:33.104000Z,2024-02-22T21:41:25.258096Z,1110,C18UP4AJ,2,29,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
2/22/24 15:22,2/22/24 15:41,188.157.113.119,100,1177,TRUE,2/22/24 15:41,R_8J9dklMy3dR9W1P,2,47.7913,20.0051,EN,1,659e670d08f012275abae4cd,,,,,bz,a,Hold,0 tokens,15 tokens,Hold,,,,,,"My advice for a player who was assigned 'A' is to pass, because if you hold, the game ends instantly and none of you get anything. If you are assigned 'B', I think it's best to choose pass again, otherwise you won't get a lot of tokens. After these 2 rounds either 'A' or 'B' can choose to hold, and both are guaranteed at least a few tokens, so you win. ","In my opinion this game feels a little bit like the card game ""Uno"", because we can't see what the other person is doing or what kind of cards they have. I think this game tries to see how much a person is willing to sacrifice in order to win bigger rewards. It might also want to see how 2 people interact with each other in a strategic game if they don't know anything about each other's moves.",Pass,Pass,Pass,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",High school,2500,8,65d7bafac2a584ba3eebab7d,APPROVED,2024-02-22T21:22:02.145000Z,2024-02-22T21:42:39.776000Z,2024-02-22T22:07:28.759000Z,2024-02-22T21:42:40.285306Z,1238,C18UP4AJ,19,20,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,Other
2/22/24 15:30,2/22/24 15:41,109.49.155.190,100,621,TRUE,2/22/24 15:41,R_6mRh9cdK7weK2WZ,2,38.7373,-9.1945,EN,0.899999976,6574736c518a6ec1b477396f,5 tokens,0 tokens,,Hold,k,b,Hold,,,,,,,,,I would advise the future player to pass the tokens in hope that more tokens will return to him.,"I think this experiment is trying to capture what happens in our every day society, in other words, it seems to capture how trust towards each other works, if i trust someone sends me money, i will ""trust"" the next person i pass too to keep passing the money, if everyone thinks the same way, eventually i will receive more money..",Pass,Hold,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens","Four-year degree (Bachelor's, etc.)","300,000",39,65d7bcce6b8831c3c640eead,APPROVED,2024-02-22T21:30:53.177000Z,2024-02-22T21:41:48.316000Z,2024-02-22T22:07:42.906000Z,2024-02-22T21:41:48.831588Z,656,C18UP4AJ,42,34,Male,White,United States,Portugal,Portugal,Portuguese,Yes,Part-Time
2/22/24 15:22,2/22/24 15:41,176.226.90.163,100,1124,TRUE,2/22/24 15:41,R_1wtyvsbMKNqmKH7,2,47.5636,19.0947,EN,1,6154166137618e176b7c2074,5 tokens,15 tokens,,Pass,k,b,Pass,,,,,,,,,"I am a naive person who tends to trust others. I would advise him to trust me too. Especially because it's a game. And because it's only 1 cent a token. If it was tens of thousands or hundreds of thousands of dollars, I might have taken it all the first time, but it was only cents...",The problem is how long players will pass before one of them keeps all the chips. The main issue is trust and greed. How long can I trust the other player to trust me? Can I stop myself from taking all the chips?,Pass,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","Four-year degree (Bachelor's, etc.)",2000000,82,65d7bb0478b7914bf0fd25aa,APPROVED,2024-02-22T21:22:22.820000Z,2024-02-22T21:41:28.941000Z,2024-02-22T22:07:29.423000Z,2024-02-22T21:41:29.621558Z,1147,C18UP4AJ,175,41,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time
2/22/24 15:21,2/22/24 15:41,181.42.46.37,100,1200,TRUE,2/22/24 15:41,R_1fJyHYF4M25Feyk,2,-33.4521,-70.6536,EN,1,64554fb15e4a34c52a0ce205,0 tokens,15 tokens,,Pass,k,b,Pass,,,,,,,,,"I advice to Pass the token to the counterpart, as it's the fairer decision, considering A is capable to end the game without gaining and without allowing B to gain any token.",It reminds me of workplace some situations  (specially in the academic and working scopes)to achieve individual goals. ,Pass,Hold,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",Some college,17000000,100,65d7bae04e6632327e3f9efb,APPROVED,2024-02-22T21:21:43.520000Z,2024-02-22T21:42:03.413000Z,2024-02-22T22:07:06.345000Z,2024-02-22T21:42:03.911230Z,1220,C18UP4AJ,32,30,Female,Other,Chile,Chile,Chile,Spanish,Yes,Due to start a new job within the next month
2/22/24 15:23,2/22/24 15:43,89.64.23.38,100,1236,TRUE,2/22/24 15:43,R_1fjry37tyhYQ6GJ,2,54.3947,18.5926,EN,1,6094023c6d6536115791fa36,,,,,bz,a,Pass,10 tokens,15 tokens,Pass,,,,,,"If you have a choice, choose being role B, because in any case, you have a chance to win  a higher number of tokens. If not, the prize depends of your counterpart choice.  If I understood the rules correctly, there is a greater chance of getting a better number of tokens if you select the ""pass"" button","There is no specific real-life situation that reminds me of the above interaction. If I don't take this task literally, it can feel like a kind of team game. I mean, when my partner and I choose the same answer, we will receive the same reward. ",Pass,Hold,none,none,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","Four-year degree (Bachelor's, etc.)",350000,71,65d7bb430cc2b188d61fb443,APPROVED,2024-02-22T21:23:15.304000Z,2024-02-22T21:45:17.894000Z,2024-02-22T22:07:16.325000Z,2024-02-22T21:45:18.414262Z,1323,C18UP4AJ,107,25,Female,White,Poland,Poland,Poland,Polish,Yes,Full-Time
2/22/24 15:30,2/22/24 15:43,46.126.198.87,100,783,TRUE,2/22/24 15:43,R_3IbVgE8vpuK9TJD,2,47.3503,8.5561,EN,1,65afe53f2dffee6093fa3e21,,,,,ew,a,Pass,,,,,5 tokens,15 tokens,Pass,,"You can play rationally, but you can also enjoy giving some trust to the other player and have fun,","Whether to start a relationship (with a friend, a coworker, or 'my' employee) by giving full trust in their capability or by skeptical about it first.",Hold,Hold,none,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",Terminal graduate degree,11000000,40,65d7bcf35075e8af54d55b87,APPROVED,2024-02-22T21:30:36.929000Z,2024-02-22T21:44:48.864000Z,2024-02-22T22:07:22.083000Z,2024-02-22T21:44:49.540002Z,852,C18UP4AJ,2,45,Female,Asian,Japan,Switzerland,Japan,Japanese,No,Full-Time
2/22/24 15:33,2/22/24 15:43,101.115.28.239,100,625,TRUE,2/22/24 15:43,R_40xisVPjmyl3kfA,2,-33.8715,151.2006,EN,0.800000012,65a9bb664ad821540cd86643,,,,,ew,b,Hold,,,,,0 tokens,15 tokens,,Hold,Read the instruction carefully and make decision based on expected return. Choose the option that will provide you with more return,I think that the interaction is trying to capture how a person will make decision when provided with two choices. Will he choose a safe route or interesting route that allows him to expect more.,Hold,Pass,none,Pass,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens","Four-year degree (Bachelor's, etc.)",100000,50,65d7bd719e20645ec4458acc,APPROVED,2024-02-22T21:32:59.260000Z,2024-02-22T21:44:01.653000Z,2024-02-22T22:07:43.786000Z,2024-02-22T21:44:02.178545Z,663,C18UP4AJ,36,26,Male,Asian,Nepal,Australia,Nepal,Nepali,Yes,Unemployed (and job seeking)
2/22/24 15:29,2/22/24 15:44,72.185.53.118,100,881,TRUE,2/22/24 15:44,R_5NyvObE3ByU1qOL,2,27.9785,-82.7827,EN,1,611146f04cec3a8dedc53fdc,,,,,bz,a,Pass,10 tokens,15 tokens,Pass,,,,,,"Play with the mindset that you will benefit yourself and someone else. Do not be selfish, but do not be afraid to take a risk, as that is what life is all about. Play to take risks on making more tokens. ","In life, you have to make choices on whether or not to take risks. Sometimes, the risks can benefit others more than yourself. You have to make the decision of whether or not you want to take the risk, with not just yourself in mind. ",Hold,Pass,Pass,none,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens","Four-year degree (Bachelor's, etc.)",200000,56,65d7bcb75ce6ea1c629ec01d,APPROVED,2024-02-22T21:29:29.844000Z,2024-02-22T21:44:20.520000Z,2024-02-22T22:09:07.638000Z,2024-02-22T21:44:21.021827Z,891,C18UP4AJ,106,24,Female,White,United States,United States,United States,English,Yes,Part-Time
2/22/24 15:22,2/22/24 15:45,46.204.100.95,100,1387,TRUE,2/22/24 15:45,R_1queeldHF0T9X6V,2,50.0585,19.9342,EN,0.899999976,5e7393671992802ef5c0f535,,,,,bz,b,Hold,10 tokens,15 tokens,,Hold,,,,,so if a player is fist at making the decision the best move which he can play in my opinion is to hold because he can get the most of it. If they are second then it is the best solution to also hold.,in my opinion this interaction is meant to indicate wheter participants want to share some goods equally or they will choose to gain more than the first participant. Unfortunatley this activity does not remind me any interaction from real life.,Hold,Pass,Hold,none,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens","Four-year degree (Bachelor's, etc.)",900000,62,65d7bb14a7d0fa625757de2d,APPROVED,2024-02-22T21:22:28.205000Z,2024-02-22T21:45:48.621000Z,2024-02-22T22:07:32.155000Z,2024-02-22T21:45:49.182981Z,1401,C18UP4AJ,205,25,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
2/22/24 15:39,2/22/24 15:45,90.202.236.171,100,342,TRUE,2/22/24 15:45,R_2PwfsBDzKfWorgR,2,51.5893,-2.9931,EN,0.899999976,62e15ab08c4aa96b86650a06,,,,,bz,b,Hold,0 tokens,15 tokens,,Hold,,,,,I would ensure to play similar to that of my counterpart. If they were playing fair and sharing the coins then I would ensure that I would do the same however if they were not sharing then I would also not share.,I think the game involves working as a team for both players to get the best out of it. If one player does not share then the whole team would be let down and individuals would also become selfish and not share.,Hold,Pass,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","Four-year degree (Bachelor's, etc.)",250000,78,65d7bec5ede5cc787cc46979,APPROVED,2024-02-22T21:39:26.608000Z,2024-02-22T21:45:27.549000Z,2024-02-22T22:07:22.656000Z,2024-02-22T21:45:28.103401Z,361,C18UP4AJ,679,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
2/22/24 15:38,2/22/24 15:45,75.245.10.100,100,429,TRUE,2/22/24 15:45,R_1PpNWFQfjZRJB0r,2,40.6462,-73.9559,EN,1,65d50777bab3c21948793382,0 tokens,15 tokens,,Hold,k,b,Hold,,,,,,,,,"I think take some time to soak in the strategy. Remember, its not always optimal to be an ass  and make the decision best for yourself in the moment, as you encourage that strategy to others when they are given the opportunity. ","I think its trying to emulate how to achieve an optimal situation for both parties involved and whether we can reach a conclusion that is good for both. Its trying to see if given the opportunity, people would choose to benefit everyone evenly or gaining an advantage at the behest of another person. ",Pass,Hold,Pass,Hold,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens","Four-year degree (Bachelor's, etc.)",3000000,100,65d7bebd216af6591f2c9e49,APPROVED,2024-02-22T21:38:09.008000Z,2024-02-22T21:45:40.542000Z,2024-02-22T22:09:07.996000Z,2024-02-22T21:45:41.131563Z,452,C18UP4AJ,1,26,Female,Asian,Pakistan,United States,United States,English,No,Full-Time
2/22/24 15:22,2/22/24 15:44,200.120.2.189,100,1341,TRUE,2/22/24 15:45,R_6dmPKhvF7n8uOW0,2,-33.0228,-71.5519,EN,1,5ff6018a3c7779128c583557,5 tokens,15 tokens,Hold,,k,a,Hold,,,,,,,,,"Since it is a matter of chance to bet that the other person will seek to favor you as much as you do them, it would assume that B is the controller and A has no better option than to pass and see what happens. If A maintains, there is no bet and he will stay on the safe side","I associate it with the interaction of two people, in cases of term investments, one of them being the person with the money and the second the one with the contacts, in which you can win or lose when investing (A) and B can be a scammer or an honest person who takes his due share of the investments",Pass,Hold,Hold,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",High school,800000,34,65d7bb1b24df94496cfd18e7,APPROVED,2024-02-22T21:22:35.873000Z,2024-02-22T21:46:15.616000Z,2024-02-22T22:07:33.783000Z,2024-02-22T21:46:16.255530Z,1420,C18UP4AJ,4,25,Male,White,Chile,Chile,Chile,Spanish,Yes,Unemployed (and job seeking)
2/22/24 15:23,2/22/24 15:45,188.211.23.13,100,1343,TRUE,2/22/24 15:45,R_8Ea7g1dPpBI0oAm,2,52.4339,16.9293,EN,1,65736fb996ff90b1839c66e2,0 tokens,15 tokens,Pass,,k,a,Pass,,,,,,,,,"It is always worth choosing the option of sharing profits with another person. Especially when it comes to material things like money. Additionally, goodness and sincere intentions cause positive energy to return to you. It's better to get less money than to risk your winnings and losing someone else's money","In my opinion, this situation resembles situations from everyday life, and specifically it says that we have a greater chance of making a profit by choosing the common good than by looking only at ourselves. At the same time, a sense of empathy should be aroused - if one of the parties focuses on their own benefit, the other may gain nothing",Hold,Pass,Pass,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens","Four-year degree (Bachelor's, etc.)",80000,90,65d7bb319a6cedc191769dc0,APPROVED,2024-02-22T21:22:57.286000Z,2024-02-22T21:45:41.424000Z,2024-02-22T22:07:13.029000Z,2024-02-22T21:45:43.078265Z,1365,C18UP4AJ,39,22,Female,White,Poland,Poland,Poland,Polish,Yes,Other
2/22/24 15:23,2/22/24 15:46,181.43.127.216,100,1403,TRUE,2/22/24 15:46,R_6dFGTlADsdxKpDr,2,-33.4521,-70.6536,ES-ES,0.800000012,5e95d4f551598d01d6d455af,5 tokens,15 tokens,,Pass,k,b,Pass,,,,,,,,,"It would be useful to both trust and be trustworthy. Rarely does an interaction occur in isolation from others, and all have consequences. Therefore, 5 tokens gained through deception can result in the loss of opportunities or in a lack of trust with other speakers in the future","I believe that this interaction is about the tendency (or lack thereof) to seek a mutual good, even if it comes with a (slight in this case) personal cost. Thus, this interaction becomes one of trust, where A can cede its capital to B, and B can choose to ""beat"" A or for both to benefit.",Pass,Hold,Pass,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",Some college,300,50,65d7bb39839848c074cdf896,APPROVED,2024-02-22T21:23:05.601000Z,2024-02-22T21:46:45.271000Z,2024-02-22T22:07:40.613000Z,2024-02-22T21:46:45.840546Z,1420,C18UP4AJ,211,22,Male,White,Chile,Chile,Chile,Spanish,Yes,Part-Time
2/22/24 15:39,2/22/24 15:46,172.89.101.117,100,417,TRUE,2/22/24 15:46,R_7Lk8svIqd6oBH1X,2,34.7148,-117.8756,EN,0.899999976,63f2d4f155db121bd8923a93,5 tokens,15 tokens,Pass,,k,a,Pass,,,,,,,,,"A future player should know this exercise has no ""skin in the game"", meaning you aren't losing anything by wagering on the pass option. So go ahead and pass. You will either lose nothing, or gain significantly. ","I think is is a risk reward based scenario and the one who passes quickly takes the guaranteed amount is less risk prone, while the one who holds is willing to hold out for more. This could be a way of measuring mindfulness or an individual's sense of security or value of money. A mindful person knows it is an exercise where money one didn't contribute is wagered and the benefit is no loss or a nice gain. Where as a more reactive mind would take the quick win. ",Hold,Hold,Hold,Hold,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",Some college,4800,69,65d7bee9f2b71e9bc8887723,APPROVED,2024-02-22T21:39:08.579000Z,2024-02-22T21:46:29.935000Z,2024-02-22T22:09:02.598000Z,2024-02-22T21:46:30.566700Z,442,C18UP4AJ,12,54,Male,White,United States,United States,United States,English,Yes,Part-Time
2/22/24 15:25,2/22/24 15:46,156.0.70.7,100,1243,TRUE,2/22/24 15:46,R_8dQ7VHUr9JhMoOR,2,-26.2309,28.0583,EN,1,60eccd4d9b4a0c1f4ab919a4,,,,,ew,a,Hold,,,,,0 tokens,15 tokens,Hold,,"I would say play whichever way you see fit and will be happy with at the end of the day. Do what you feel is right, whether it involves another individual or not because you may believe in playing fair while the other individual believes in the opposite. you are only responsible for the decisions you make and not those made by others.","It reminds me of team work and how working together with honesty yields results, while the results are opposite if one team member drags their feet. one person's actions affects all in a group setting and thus one must be mindful of their decisions as it affects others. Team work is the dream work as a wise man once said.",Hold,Hold,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens","Four-year degree (Bachelor's, etc.)",30000,50,65d7bbc1c2a584ba3eebabb2,APPROVED,2024-02-22T21:25:33.284000Z,2024-02-22T21:47:28.638000Z,2024-02-22T22:07:19.453000Z,2024-02-22T21:47:29.199952Z,1316,C18UP4AJ,459,27,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
2/22/24 15:23,2/22/24 15:46,82.61.182.143,100,1323,TRUE,2/22/24 15:46,R_5fCPp8huL9spVrF,2,44.0545,12.5686,EN,1,652be44711a68b7ad479512d,,,,,ew,a,Hold,,,,,5 tokens,15 tokens,Hold,,"It's difficult to give advice without knowing anything about part B. Is him/her someone I know? Is him/her someone competent? Personally, just as I did in the test, considering a scenario like this where I don't know who is on the other side, and thus the risk is significant, I would prefer not to take the chance of losing everything, so I would always opt to hold the token.","I believe this study aims to understand how people behave when they find themselves in a situation where the final outcome, in this case an investment, doesn't solely depend on them. Specifically, there are two possibilities: whether people prefer to ""hold"" the token, thus having more chance of a good investment even if part B doesn't do a ""good"" action, or if they ""trust"" part B knowing they might end up losing their investment?  This question can be applied in many areas of everyday life: do I prefer to do things on my own, knowing I might have a ""poorer"" outcome, or do I trust a second person, with the possibility that they might take advantage of me?",Hold,Pass,Hold,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","Four-year degree (Bachelor's, etc.)",30,60,65d7bb322d20571519bd4177,APPROVED,2024-02-22T21:23:49.314000Z,2024-02-22T21:47:22.201000Z,2024-02-22T22:07:39.350000Z,2024-02-22T21:47:22.807190Z,1413,C18UP4AJ,58,28,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
2/22/24 15:24,2/22/24 15:46,45.139.213.186,100,1319,TRUE,2/22/24 15:46,R_5OZJYRZb7wdwdPK,2,40.6439,22.9358,EN,0.899999976,5f19da7290bc3308045f6b81,,,,,ew,b,Hold,,,,,0 tokens,15 tokens,,Hold,"So, if you get to be player A, it's best if you don't hold your tokens but loan them. This way there's a chance that you'll get something back, while with holding you get nothing. If you get to be player B, I would suggest to return, so both parts earn something and not just you, since you have nothing to lose, as the initial amount of tokens it's not something you already had, but it was given to you to play/invest it. And it's always more fun when you play with someone else. ","It doesn't remind me of something in particular. Perhaps this interaction is trying to capture situations like these: for example, when you invest money in some business projects or when you invest in stock market. The role of the couterpart though seems a little less relevant and something I can't evaluate.",Pass,Hold,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens","Four-year degree (Bachelor's, etc.)",3500000,45,65d7bb70734112900fcf5e30,APPROVED,2024-02-22T21:24:00.619000Z,2024-02-22T21:46:49.258000Z,2024-02-22T22:07:19.096000Z,2024-02-22T21:46:49.994893Z,1369,C18UP4AJ,475,33,Female,White,Germany,Greece,Greece,Greek,No,Part-Time
2/22/24 15:32,2/22/24 15:47,90.156.65.42,100,849,TRUE,2/22/24 15:47,R_5rVHNYUqcgXw7St,2,51.1229,16.9845,EN,0.400000006,5e96dcf095ab5a1722bb8040,,,,,bz,b,Hold,10 tokens,15 tokens,,Hold,,,,,"PLaying aroind pass is safe option, playing around pass is potnecialy better, and beeing egoistyc while beeing b is peak but unmoral one","Playing around pass is safe option, playing around pass is potentially better, and beeing egotistical and selfish while being b is an immoral one",Pass,Hold,Pass,Pass,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",Terminal graduate degree,19000,34,65d7bb4ac545762dfd9cbb5d,APPROVED,2024-02-22T21:32:54.777000Z,2024-02-22T21:47:18.643000Z,2024-02-22T22:07:41.273000Z,2024-02-22T21:47:19.696947Z,864,C18UP4AJ,292,27,Male,White,Poland,Poland,Poland,Polish,No,Due to start a new job within the next month
