Sex,role,dataset,acton,About
Female,b,BCG,Pass,"Trusting people - basically how we do things or rather move from a place of either safety or fear. When scared, you're more likely to choose to hold. Hold on to protect yourself, not do much for other people out of the fear of being taken for granted and/or taken advantage of. And we find it easy to pass in communities where we feel safe and know what I pass on, will 1. be replaced vy someone behind me who chooses to pass, and what I've given, will take care and be useful to someone ahead of me."
Female,b,BCG,Hold,"It reminded me of a game I used to play with friends when I was little, but I forgot the name. Also its about not being a jerk"
Female,b,BCG,Pass,"Perhaps this exercise is related to the theme of sharing/selfishness. We live in a world where selfishness prevails, so it's always interesting whether people keep everything (the tokens) or share in order to achieve more together. In my opinion, if we share we can both achieve something, so it's always preferable to share. "
Female,a,BCG,Pass,Sometimes its beneficial for everyone to do the right honest moral thing and not act only having in mind one self
Male,a,BCG,Pass,"It reminds me of teamwork. Everyone in the group receives remuneration depending on their involvement. However, it may not always be profitable."
Female,b,BCG,Pass,This scenario felt like a team-building or workplace situation. We both can win if we work towards the mutual end goal.
Female,a,BCG,Hold,"I previously did a similar survey where it was about deciding how much money I was going to save and how much I was going to put into a savings box for several participants, which if we all put more money, we would get more bonus and if we put less then we would only keep what we already had and even so we were given a certain part of the money that belonged to everyone. its like sharing fo rmutual gain"
Male,b,BCG,Hold,This interaction is trying to gauge how selfish people are when it comes to the distribution of funds. Without knowing what the other person it emphasises the need to trust what the other person might do. It is difficult to align this scenario to something that might be experienced in daily life.
Male,b,BCG,Hold,It shows how trusting in other people can make u earn more if you work together. It also tests if other person want to invest they money they receive or keep it for themself. Also first player takes the most risk so it requies bravery and trust into next person.
Male,b,BCG,Hold,"I think it represents the choices we have in our daily life, and the possible promblems that come with those decisions"
Female,b,BCG,Hold,"I think its trying to capture whether people decide to be selfish or selfless. Whether they will choose equality over higher values for themselves. It reminds me of sharing benefits equally between myself and my siblings, such as candies, or small amounts of money. "
Male,b,BCG,Pass,"This doesn't really remind me of any given choice I'd make in daily life, but it does seem to attempt to capture just about any resource conflict between two individuals, where the choice that most benefits both parties is ""locked"" behind the egoism of one of them."
Female,b,BCG,Pass,"whether we would risk to gain more by trusting others, or take  minimum vicory with surety. "
Male,a,BCG,Pass,"I think it reminds me of team work and how if two parties or more are willing to be kind then everyone will benefit more. If one does not contribute it's as if there is weak link in a chain, so to speak. This can cause the parties to suffer or yeild worse results."
Male,a,BCG,Pass,I think you want to highlight the part about the possibility of having a greater advantage for yourself versus the security of having a certain amount of money even if it is less. This would aim to better understand the psychology behind these types of choices and the percentage of people who would choose one thing over another.
Male,a,BCG,Hold,"it reminds me of the importance of saving investing money wisely, it is something crucial because even if we do not know when it should be used, there will always be an opportunity to invest it or save it strategically"
Male,a,BCG,Pass,"It's about trusting someone without knowing anything about them, it's like shopping online or using online banking, where you don't know the other person."
Male,b,BCG,Hold,I reminds me of sharing. It is trying to capture how we decide in lotto decisions. It is just a guessing and luck game.
Female,b,BCG,Hold,"This interaction reminds me of how every decision made on a daily basis has many contributing factors. Decisions are not typically just made without further thought about how it will affect you as well as others. In this scenario the play was for the most part dependant on what player B decided to do, as player A did not have much control over the situation after they had made their decision. Again showing that not only your own decisions, but also those of other people have a great potential to have either a positive or negative affect on you. "
Male,b,BCG,Pass,Maybe a banking situation or investment where if you just keep cash it stays the same but if you invest the money it will grow. 
Female,b,BCG,Hold,It might be trying to figure out if peoples thinking works in  the same way or if people are all like minded or trying to prove a difference in opinion
Female,b,BCG,Pass,that in daily life you also have to make decisions and make a decision or leave things as they are.
Male,b,BCG,Pass,"a case in which one person trusts the other and seeks empathy from this person, its a ""common"" theory game, wich the optimal for B is the ""selfish"" option,  then, we seek to recognize whether person b chooses to receive the greater benefit or ""rewards"" the first person for having ""treated well"""
Male,b,BCG,Pass,it is trying to captur how people deal with risk and if they choose to take the safest route and a garanteed payout or take the risk and trust the other contestant so that both get a bigger payout in the end
Female,a,BCG,Hold,"It reminded me of when my partner and I decide where to eat, we either hold (compromise) o pass (choose a different place than the ones we both mentioned)"
Female,a,BCG,Pass,"it reminds me of people in a conversation trying to say only as much as they can without disliked; if they both just talked and gave it all out instead of trying to match the other person, both people would benefit from the conversation"
Male,b,BCG,Pass,I believe it the test tries to see greed and how collaborative we are. If we can agree on working in a certain way that benefits both parties despite losing a bit in favour of others. Or if we'd rather have it all and not care about others.
Male,b,BCG,Pass,"I think what is trying to capture is the greediness that exist in people and how selfish can the people be. I also think that this game can characterize how a people can be described, if is a bold person or more a safe person. In other words, I think that this interaction remind me how pesky can people be."
Female,a,BCG,Hold,"I don't believe my opponent would give me points so I might as well keep them for myself! Establishing the dynamics of exchange between the parties and determining the roles. Risk is part of life along with uncertainty, which gives us the opportunity to learn daily"
Female,a,BCG,Pass,"It reminds me of certain situations at my job where we can choose to work alone or as a team. If we choose to work alone, we have to accept the risk of the project not being the best it could possibly be, while if we choose to work as a team, we can help eachother achieve a better outcome on the project. I think this interaction is trying to capture how humble or selfish we can be when working as a team knowing that if we all consent to working as a team, the outcome is the best possible."
Male,a,BCG,Pass,"I believe it is trying to figure out the way people think about investing their own money. In this case, we had to decide if we wanted to keep the tokens or not. It kind of reflects how people decide about investing their money, as it does not only depend on them (in this case, player B would be the bank/the entity in which the person invested the money). Our investments are dependent on us and other factors."
Male,b,BCG,Hold,"In life, we have to take risks to gain something but at the same time if we pass, we do not have the chance of losing, so it is becoming a thougth decision to make at the end but at the same it is an investement so we have to chosse the right choice that belongs in our hearts."
Female,b,BCG,Hold,"I think its trying to capture how decisions are made, particularly where personal gains are involved. It demonstrates trust in others to do what is best for the collective but in reality the best option for yourself is the selfish option. It reminds me of daily work life, where we work as teams but sometimes options should be considered for personal gain."
Female,b,BCG,Hold,This interaction reminds me of the probability and gambling for the greater good. it pushes teamworker and determines if one can make a good choice depending on the previous one
Male,b,BCG,Hold,It reminds me of a common interaction between people who are investing time in a mutual activity. It models how we interact on subjects and how our perception of the other halves thinking influences our decision.
Male,a,BCG,Hold,"It reminds me of a lot of other decision problems, which are thought how to solve best with game theory. The most known game to me is Prisoner's dillema. I think the problem is trying to capture what is a best decision to take where you don't have the knowledge what about your oponent will do."
Female,a,BCG,Pass,"The interaction is about the choices we make in life and the risks involved. It suggests that we often have to decide whether to give or receive, and that these decisions can be either assertive or not. Assertiveness is the ability to express your needs and wants in a clear and direct way, without being aggressive or passive. When we are assertive, we are more likely to get what we want and need. However, there is always a risk involved in making decisions, and we may not always get the outcome we want."
Male,a,BCG,Pass,"I think you try to make an experiment in which you would like to test the if the two parties are willing to lift on one other. By holding instead of passing you will receive eather 10 tokens or 22. By passing the amount you could receive is less, eather 8 or 15. By choosing hold tou can maximize the amiunt of tokens you potentialy receive. "
Male,a,BCG,Pass,"It's all about cooperation. If you pass the ball to each other correctly, you can maximize your joint profits over and over again. If it's only one round, you can decide either way, since the expected value is always 15. It's unpredictable"
Female,a,BCG,Hold,"i can't think of a real life example, but i just don't have enough trust to believe in somebody else's good faith, and i don't want to be the one to get less money. Karma is a bitch"
Female,b,BCG,Hold,"This interaction reminds me of investing in stocks. You have to know when to invest, hold or sell your assets to make profit."
Male,b,BCG,Hold,This game reminded me of a team cooperation game. Sometimes you have to make sacrifices to win more
Male,b,BCG,Pass,A cooperation problem for example in traffic when you choose to give someone else priority at an intersection when the situation is unclear. You may never see them again and it would save you time to take priority (hold). But ceding priority (passing) is beneficial to everyone when done reciprocally.
Male,a,BCG,Pass,"It reminds me of when I have to sharing something with my brother, it means that, where we both receive the same, or he receives the total and I get nothing, since for me it is preferable that my little brother receives everything than that he receives nothing"
Male,b,BCG,Hold,This interaction reminds me of trust in people. We can either be selfish and earn less or be together and make better progress in a shorter time
Female,b,BCG,Pass,I think this exercise is to try to understand if people are selfish and to what extent they trust another person for a common goal
Male,b,BCG,Hold,It reminds me of the game goldenballs split or steal. It is probably trying to capture the selfishness of human beings. From my daily life it reminds me of choosing whether to help others at my own expense.
Female,a,BCG,Pass,I find it easier to just go with my gut reaction when i have a difficult choice to make. Sometimes if you ruminate and overthink a decision you can make a choice that you regret. There is less to lose if you make a decision spontaneously.i think the problem is trying to find out what kind of person you are.
Female,a,BCG,Hold,"It reminds me gambling, where the amount you win on a bet influences your decision to bet again. It also reminds me of stock trading, which is a bit similar, and whether you invest again will depend on the return you make. I can't think of a situation where how much money you make is directly related to the decision of one person though."
Female,b,BCG,Hold,"It reminds me of how decisions I make just do not affect me but others when I'm at work. In being part of a team, my work contributes to the team's success but can also lead to personal success and bonuses. I can be awarded for my personal success but can also work hard and have another person be awarded a bonus in the team, basically showing how the excessive work culture for recognition is a gamble."
Male,b,BCG,Pass,"It reminds me the situation when we have to decide whether to hold our decision on a short term profit situation or proceed with a possible risk but gaining higher profit from that situation. It all depends on the the persons involved. If we think thoughtfully, In the future we both win from the right decision. It is trying to capture the bargaining interaction between two people."
Male,a,BCG,Pass,"This interaction resembles strategic decision making in various real life situations, such as negotiations or cooperative ventures. For example in trading, you risk some money, to get potential profit. There is a possibility that it won't go as you wanted to, but considering potential risk to win ratio, you decide what will be your choice"
Female,b,BCG,Pass,"This interaction reminds of that saying that if you do a good action, and the next person also does a good action, that you are sharing good and faith to other people, and I also think this is what it's trying to capture."
Female,a,BCG,Pass,"For me, it's about choosing to be self-serving or being a teammate. How your choices impact others. It's also reminding me of our risk appetite. "
Male,b,BCG,Hold,In my opinion this interaction is trying to check how I understand the system. Also it is checking how well I understand what I have read. It reminds me a time when I was in primary school and I had to read a text and then answer a questions about it.
Female,b,BCG,Pass,"I view it similar to ""nothing changes if nothing changes"". Meaning, if you want to do something and involve someone else, you both should put in joint effort cooperate so that the results at the end are worthwhile for both of you. Also, ""teamwork makes the dreamwork""."
Male,a,BCG,Hold,It reminds me of when you buy new food to try and you dont like it that much but do you like what your friend bought so you try to convince him to swap plates without him knowing it is because you actually didnt like it. 
Male,a,BCG,Pass,It is like a negotiation where two things decide wheter to hold their current resources or to pass some resources so it can benefits the both. It is like a business and personal relantionships. It shows a lot about the dynamic of decision/making
Male,b,BCG,Hold,"it reminds me of crypto exchanges, investing money and  trying not to lose ur money capital. Also it reminds me of risk management and everyday life situation when you have to decide between many things like either u wanna hold something that is very valuable for it to be more or sell it to gain money."
Female,b,BCG,Hold,"I am a student and when going to exercises, in order to get bonuses for being active, you must register. I have trouble speaking in front of large numbers of people. When i know the answer to a question, I often feel embarased to answer it  and while waiting, someone will be a jerk and already answer and get a point. Then, sometimes it happens only that there is another question to which I also know the exact answer. If I were more open and brave, I would answer the question and get a plus."
Female,b,BCG,Pass,How people work together and share equally or if they would rather be selfish and look to gain more at the expense of others
Female,a,BCG,Hold,"knowing that in our daily lives we go through many situations in which we have to decide whether to stay or not, in workplace for example, this interaction has a similarity for me with salary increases or job offers. Working together and cooperating."
Female,a,BCG,Pass,"It somehow reminds me of driving a car in traffic. I know it sounds unrelated, but the basic concept of trusting other parties in a mutually beneficial outcome is technically based on the same principle. Also it might refer to a general trust towards peers and people you encounter in your everydays."
Female,a,BCG,Pass,"I think this relates to the choices I make regarding studying or procrastinating. If I procrastinate, my knowledge remains the same, whereas if I choose to study, I gain more knowledge and I would be able to apply the intial knowledge at a higher level. "
Female,b,BCG,Hold,"It reminds me of times when I have to take risks making decisions when gambling. When playing in teams others tend to be selfish because everybody wants to gain something. This interaction reminds me of how some people gain and how others don't depending on one's choice. Afterall, gambling is a win loose at the end of the day.."
Female,a,BCG,Pass,"Maybe about cooperation with people from work or from the environment, that by working together and taking risks we can gain more?"
Male,b,BCG,Hold,"it reminds me of the concept of borrowing and interest. It also reminds one of the subject of trust, in situations where finances and other people or entities involved."
Male,a,BCG,Hold,"In my opinion this game feels a little bit like the card game ""Uno"", because we can't see what the other person is doing or what kind of cards they have. I think this game tries to see how much a person is willing to sacrifice in order to win bigger rewards. It might also want to see how 2 people interact with each other in a strategic game if they don't know anything about each other's moves."
Male,b,BCG,Hold,"I think this experiment is trying to capture what happens in our every day society, in other words, it seems to capture how trust towards each other works, if i trust someone sends me money, i will ""trust"" the next person i pass too to keep passing the money, if everyone thinks the same way, eventually i will receive more money.."
Male,b,BCG,Pass,The problem is how long players will pass before one of them keeps all the chips. The main issue is trust and greed. How long can I trust the other player to trust me? Can I stop myself from taking all the chips?
Female,b,BCG,Pass,It reminds me of workplace some situations  (specially in the academic and working scopes)to achieve individual goals. 
Female,a,BCG,Pass,"There is no specific real-life situation that reminds me of the above interaction. If I don't take this task literally, it can feel like a kind of team game. I mean, when my partner and I choose the same answer, we will receive the same reward. "
Female,a,BCG,Pass,"Whether to start a relationship (with a friend, a coworker, or 'my' employee) by giving full trust in their capability or by skeptical about it first."
Male,b,BCG,Hold,I think that the interaction is trying to capture how a person will make decision when provided with two choices. Will he choose a safe route or interesting route that allows him to expect more.
Female,a,BCG,Pass,"In life, you have to make choices on whether or not to take risks. Sometimes, the risks can benefit others more than yourself. You have to make the decision of whether or not you want to take the risk, with not just yourself in mind. "
Male,b,BCG,Hold,in my opinion this interaction is meant to indicate wheter participants want to share some goods equally or they will choose to gain more than the first participant. Unfortunatley this activity does not remind me any interaction from real life.
Female,b,BCG,Hold,I think the game involves working as a team for both players to get the best out of it. If one player does not share then the whole team would be let down and individuals would also become selfish and not share.
Female,b,BCG,Hold,"I think its trying to emulate how to achieve an optimal situation for both parties involved and whether we can reach a conclusion that is good for both. Its trying to see if given the opportunity, people would choose to benefit everyone evenly or gaining an advantage at the behest of another person. "
Male,a,BCG,Hold,"I associate it with the interaction of two people, in cases of term investments, one of them being the person with the money and the second the one with the contacts, in which you can win or lose when investing (A) and B can be a scammer or an honest person who takes his due share of the investments"
Female,a,BCG,Pass,"In my opinion, this situation resembles situations from everyday life, and specifically it says that we have a greater chance of making a profit by choosing the common good than by looking only at ourselves. At the same time, a sense of empathy should be aroused - if one of the parties focuses on their own benefit, the other may gain nothing"
Male,b,BCG,Pass,"I believe that this interaction is about the tendency (or lack thereof) to seek a mutual good, even if it comes with a (slight in this case) personal cost. Thus, this interaction becomes one of trust, where A can cede its capital to B, and B can choose to ""beat"" A or for both to benefit."
Male,a,BCG,Pass,"I think is is a risk reward based scenario and the one who passes quickly takes the guaranteed amount is less risk prone, while the one who holds is willing to hold out for more. This could be a way of measuring mindfulness or an individual's sense of security or value of money. A mindful person knows it is an exercise where money one didn't contribute is wagered and the benefit is no loss or a nice gain. Where as a more reactive mind would take the quick win. "
Female,a,BCG,Hold,"It reminds me of team work and how working together with honesty yields results, while the results are opposite if one team member drags their feet. one person's actions affects all in a group setting and thus one must be mindful of their decisions as it affects others. Team work is the dream work as a wise man once said."
Male,a,BCG,Hold,"I believe this study aims to understand how people behave when they find themselves in a situation where the final outcome, in this case an investment, doesn't solely depend on them. Specifically, there are two possibilities: whether people prefer to ""hold"" the token, thus having more chance of a good investment even if part B doesn't do a ""good"" action, or if they ""trust"" part B knowing they might end up losing their investment?  This question can be applied in many areas of everyday life: do I prefer to do things on my own, knowing I might have a ""poorer"" outcome, or do I trust a second person, with the possibility that they might take advantage of me?"
Female,b,BCG,Hold,"It doesn't remind me of something in particular. Perhaps this interaction is trying to capture situations like these: for example, when you invest money in some business projects or when you invest in stock market. The role of the couterpart though seems a little less relevant and something I can't evaluate."
Male,b,BCG,Hold,"Playing around pass is safe option, playing around pass is potentially better, and beeing egotistical and selfish while being b is an immoral one"
Male,b,BCG,Hold,"I think that the described problem resembles the prisoners dilemma. One has to decide for a safe option or a more risky one which, in the event of an unfavorable choice by the other player, may bring more losses than benefits. As for the similarity to my private life, I think it resembles a situation in which giving up some of my own profit can bring me benefits if the other person also decides to do so."
Female,a,BCG,Hold,Giving money to someone and then them giving some of it back to you. I think this could happen with a family member who you lend money to and youâd expect them to give some back to you.
Female,b,BCG,Hold,"How to make the best benefit from the action/activities , for example: if you have a chance to earn extra money by bidding one stuff online or do you want those time to do other thing to get the best result?how to deal with different scenarios and form your own strategy ."
Female,b,BCG,Hold,"This interaction reminds me that the decisions we make impact others lives and vice versa. We are suppose to wheigt every decisions carefully. This also reminds me that sometimes there's nothing i can do to change the situation, because the power off the decision it's not on our hands."
Female,a,BCG,Pass,It tries to capture the spirit of cooperation. It is similar to working with a team. It is easier to accomplish something or to make more ( for example more progress) when we are working together.  It is better to work together.
Male,b,BCG,Hold,"I think this is about the well-known ""PrisonersDilemma"". This dilemma explores human individuality and the ability for cooperation between two parties. What I remember is that this dilemma suggests two individuals won't cooperate even though doing so would benefit them both. This is because people always seek their own benefit before the common good, especially if there's no trust within the ÔdilemmaÕ. This distrustÑbelieving the other person won't act for mutual benefit but rather their own gain, consequently harming the otherÑcauses both parties to make a less beneficial choice."
Female,b,BCG,Pass,The last question I had to answer was to Hold or Pass. But no where were those terms used. There was Loan and Return SO I am unsure as to what it meant that Person A passed to me??  I think it's trying to capture people's level of greed and risk.
Male,b,BCG,Hold,I think that the main topic of this task was about egoism and level of risk we are able to take. Also about trust in others when we are talking about profit for someone else not only for ourselfs. But it doesn't reminds me anything from my daily life
Male,b,BCG,Hold,If you have a problem and you dont want to solve it just pass it to the other person it will stack and have like a snowball effect. You have to think
Female,a,BCG,Pass,It remind me of gambling. I like to play lottery and it remind of me that. I Can play and maybe win but of someone already played the ticket I am wanting to play than I will more than likely loose 
Female,b,BCG,Pass,"This interaction reminds me of any interaction in which someone could choose to benefit only themself, to help another person, or to help themself and another person. It doesn't bring up an association with any one particular event that I can think of. I think it is trying to capture an understanding of how willing people are to trust others and/or to be selfish or share."
Female,a,BCG,Pass,"Similar to life, its a gamble when you give others something of yours whether thats money or objects. Its a gamble whether youll get it back or be disappointed "
Female,b,BCG,Pass,This interaction reminds me of playing games online.  I would always try to keep the pot going.  I usually would end up getting screwed because I don't want to take coins from someone else. 
Female,a,BCG,Hold,"I decided to hold, because I want to able to keep my tokens as much as I can. I also do not want to pass completely yet until I see my opponents moves first. I don't trust unknown parties"
Male,b,BCG,Pass,Its trying to understand how cooperative people might be and how much they will risk money with others unknown. Its commonly called as prisoners dilema. We can both profit if we trust each other. 
Female,b,BCG,Hold,"If I understood correctly, I would win for sure if I passed. If I held there was a chance of receiving more, but also a chance of complete loss. It's about not being a jerk"
Male,b,BCG,Pass,"It reminds me of sharing with my community by donating goods and money to those in need. If I decide to hold things, then they don't get passed on. If I donate and others do as well, the contribution grows. It wants to capture if we'll be generous or greedy. "
Female,b,BCG,Hold,This was honestly confusing. But ultimately think its about how your decisions can affect others possibly. Sort of being nice or a jerk
Female,b,BCG,Pass,I think its about trust. I am perfectly willing to take a loss of five tokens if someone else trusted me with five tokens. Why would I be a jerk?
Male,b,BCG,Hold,"Maybe gambling, I guess. Is this supposed to resemble the stock market?"
Male,a,BCG,Pass,"the pay off of doing something early being able to have a better payoff later, like preparing a meal earlier in the week being able to save you time later, or on a larger scale; getting an oil change taking up time now vs. not and having to deal with possibly damaging your car to the point of having to buy a new vehicle all together. It's simply risk versus reward; given that the other event actually pulls off what  is needed to make the 'pay off' event happen.  "
Male,b,BCG,Hold,I think thi sis trying to capture critical thinking to ensure that you would do something similar in real life if something like this scenarios arose.
Female,b,BCG,Hold,"Maybe it tries to capture people's gambling strategies of managing their money based on data from other players. In addition, the survey may tries to capture the thinking strategies of customer's decision making in products based on other people's choices. Also, this interaction reminds me of daily transactions in customer service."
Female,b,BCG,Hold,"This reminds me of my daily life, because I have to make decisions to move forward with the game. You can make a decision to hold or pass similarly to what I do in my life one needing to decide on important decisions.. I think this is trying to capture the reality of what people need to go through."
Male,b,BCG,Pass,"I think that the interation portrays selfishness. If both people are selfless, then both people get a reward higher than the base token amount. If one player is selfish, they get an even higher reward, but the other person gets nothing. It is mutually beneficial for both players to make a small sacrifice, but it is a test of human nature to see if one player will leave the other with nothing and take it all for themselves."
Female,a,BCG,Pass,"It reminds me of the interaction between socioeconomic classes. Specifically taxes perhaps. While I don't fully understand how it works, I think it points to how people's selfishness affect others. If one is distrustful of another's motive or assuming they other person will be greedy, they will try to preserve themselves. If one has faith or compassion for the other, they are most willing to extend that choice of deciding for us both. It speaks to the nature of a capitalist society in which many do not have the experience or luxury of being able to trust or rely on others with the other expecting something in return."
Female,b,BCG,Pass,"I think it is trying to capture generosity vs. selfishness. If you are A and choose to hold, you are guaranteed tokens (selfish) vs. if you pass (share) you may either get more tokens, or less depending on your partner. But, it should feel good to share and that is the prize,"
Male,b,BCG,Hold,"This interaction reminds me of lending money to a friend who has some investment idea. They come to me with an idea and ask for money to fund it. They promise that they might make me a lot of money, or they might run off with all the money."
Male,b,BCG,Hold,I think this game is about sharing and helps calm my life down. knowing there is someone else on the other side playing as well makes it about sharing.
Female,b,BCG,Hold,How people behave around others and try to maximize their personal benefit in risk oriented situations.
Male,b,BCG,Pass,"I believe this interaction is trying to measure levels of altruism. For some reason, it reminded me of hopscotch. I believe it was the ""pass"" aspect of the game. "
Female,a,BCG,Hold,It kind of reminds me how team cooperation can get more result together than working by yourself.
Male,b,BCG,Hold,The leap frog of financial markets. One ammount leaping another and either growing or shrinking. A tiny scale of society but just a sliver.
Female,b,BCG,Pass,"When we deny our own personal selfish afflictions other people get to benefit? I think its a test of compassion and reward. However, the real test was letting me know that they passed first. That made the decision easy versus someone who wouldnât know that and is in position A. "
Male,b,BCG,Pass,In this game its best for both contestants to pass. If you both pass youll both earn some money its about being considerate and fair towards others. If you hold as person A its being quite greed.
Male,b,BCG,Pass,"I think it's trying to capture if I should do what's best for ME specifically or what's best overall. It's usually petter for the induvial to hold, but better overall if everyone passes."
Female,a,BCG,Hold,It reminds me that a lot of people are selfish. It makes me hope that both partners will work toward the common good. It (sadly) reminds me of people complaining about masks during COVID.
Male,b,BCG,Pass,I am not totally sure what this interaction is trying to remind me of. Maybe some sort of investing or gambling (though hopefully gambling isn't apart of peoples daily lives but that is a different convo). I honestly am not very sure what this is trying to mimic
Male,b,BCG,Pass,"Both of us are taking surveys for money on Prolific. Whatever small amount means a lot to either of us, so I want the best outcome and fair for the both of us."
Male,a,BCG,Pass,"It reminds me of a situation in which if 2 parties do something in the interest of the other person, they both come out ahead. This is the foundational principle of capitalism. For example someone selling something on ebay. If someone wants to get rid of something and would rather have some money, and someone else wants that thing and is willing to pay for it, and they both willingly engage in the transaction, then they both win."
Female,a,BCG,Pass,it seems like it has to do with seeing how greedy someone is or how much you trust others to do the right thing. holding guarantees you have a set amount because you can't trust that person b will also pass. 
Female,b,BCG,Pass,"This doesn't remind me of anything specifically from my daily life, but I think it's trying to capture whether people trust others or not (e.g., if A doesn't trust the other person, they're most likely to hold). It could also be trying to capture how generous someone is. For example, if B is passed to and they choose to also pass, they can be seen as generous because both parties receive the same amount of tokens."
Female,a,BCG,Hold,"I was thinking about how this activity is similar to helping those in need, giving away something small of mine with the opportunity to help someone else less fortunate"
Male,b,BCG,Hold,I think it is trying to maybe evaluate intrinsic greed and whether we are capable of putting our wants aside to ensure everyone in the room gets their fair share.
Male,b,BCG,Pass,People doing things for the benefit of a larger group as opposed to solely personal gain vice versa
Female,a,BCG,Pass,"I don't know what this has to do with daily life, but I'm guessing it's trying to figure out how much people trust strangers to maximize their winnings versus if they are greedy and try to take all the tokens without thinking of the other person. It also could be related to risk taking behavior. "
Male,a,BCG,Hold,it reminds me of the stock market with risky vs safer investments.  the riskier option has a higher payout if it pays off but is more damaging when it doesnt.  the safer option is more consistent in its returns whether it pays off or not
Female,b,BCG,Pass,"trying to see if I give up a higher benefit to myself for an equal benefit for both parties. If I hold I keep the money, but if I share we each get a slightly lesser amount than I get if I held. However, I also not screwing over my partner, and both of us still get to win, if I return."
Female,b,BCG,Hold,"This game seems confusing to me. The only best option available is to pass so both parties receive the best outcome. It seems like a negotiation in a business setting. If both parties compromise somewhat then they both win. In today's political climate where neither party is willing to compromise or negotiate, everyone loses especially their constituents and the citizens of the US. This is what this scenario reminds me of the most. "
Male,b,BCG,Pass,It reminds me of sharing with others in real life to gain more than the initial value by combining each others value to have more value in the end.
Male,b,BCG,Pass,I believe it is trying to figure our peoples generosity versus selfishness.  Are people willing to just take when given something or are they willing to give to help someone else? This may also help the giver in some way.
Female,b,BCG,Pass,"I believe that this decision interaction is trying to capture the idea of how companies work. A higher up can choose to either keep their money, or distribute it amongst workers and potentially earn more for everyone. It is testing morals."
Male,b,BCG,Pass,"It reminds of if peope are giving, people tend to follow suit. If one person becomes selfish, all memebers dont trust and tend to be that way theirselves"
Male,a,BCG,Hold,"This is probably trying to remind me of teamwork and trusting your teammate to take a wise decision with you. Even when he could hold the tokens and get everything, the correct answer should be to distribute the earnings."
Female,a,BCG,Pass,"I think that this decision requires a lot of trust from both sides. Each person needs to trust that a stranger will work in the best interest of both and not only for their own benefit. I think it is trying to capture how people will work socially, whether they will choose to work together for the benefit of all, or if they will only look out for themselves in order to profit as much as possible."
Male,a,BCG,Pass,"I think the interaction is hoping to inspire, or at least test, collaboration between people.  It is best for everyone  to do the loan and return, which nets 30 tokens total.  The other options only net 20 or 10 tokens.  So hopefully people can cooperate for an ideal outcome."
Female,b,BCG,Hold,"This makes me think time of time and balancing different chores that need to be done or going out with friends. If I choose chores,  I may not win points with my friend but I donât lose. If I go out with friends, we have other decisions to make like if it's just dinner or drinks or something else."
Male,b,BCG,Pass,"Not much in my daily life but it's an example of cooperation. We can both improve our lot by investing, but he can also exploit my doing so for even more personal gain. Kind of like the prisoner's dilmemna"
Male,b,BCG,Pass,I think it really is similar of the idea of fairness in transactions and dealings with people. Do you choose to selfishly take more? or do you try to split it. It's sort of a trust exercise snatch or steal basically.
Female,b,BCG,Hold,"I don't really understand this to be honest. If I start with a penny and hold I'd have a penny.  If I pass then they would have two pennies.  I don't really understand where the 10, 15, 8, 22 are all coming from.  I must be moral I guess"
Male,a,BCG,Hold,"I can't make any comparisons to real life, but I think its trying to capture how humans are likely to share something they have or not based on outocme."
Male,a,BCG,Pass,It is trying to capture how selfish and selfless people are toward strangers. It is about cooperation for the best payoff for everyone. It will show you what kind of person you are. 
Male,b,BCG,Hold,It does not remind me of anything in my daily life. It may be trying to capture negotiation or competition for limited resources where cooperation may or may not be rewarded. These problems are never so simple though.
Female,b,BCG,Pass,"This reminds me of having to split work between a team. If I decide to take the bulk of the work the rest of the team does not have to contribute much. But if we split it equally, there is equal benefit in the end."
Male,b,BCG,Pass,"This interaction reminds me of whether or not you should trust in people. A cynic would probably not believe in the good in people and instead take the 5. A hopeful would pass, and believe in the person to hold."
Male,a,BCG,Hold,"I dont gamble, but I see games like this when visiting certain clubs. I also see it in online forums. Its gambling"
Male,a,BCG,Hold,"This interaction reminds me of a game of chicken from gametheory, where one person must decide whether to hold their position. The game is similar in the sense that both strategies have different potential payoffs, but choosing to hold both maintains the current position, while choosing to pass can potentially lead to a better outcome for both parties. However, there is also a risk involved in passing, as the other party may also choose to pass, resulting in a less desirable outcome for both. This interaction seems to capture the trade-off between taking a risk for a possible better outcome and playing it safe to maintain what you currently have. "
Female,a,BCG,Hold,I think this is trying to capture team work in a work setting. If a person you're working with decides to hold on to a project then nothing happens and if you also hold maybe you will benefit but they will not 
Male,a,BCG,Pass,This interaction reminds me of a time when my mother asked me to split my allowance with my brother.  She wanted me to split it equally with him if we both did our chores.  I only gave him 2 dollars and I kept 3.  My mom found out and gave all of my allowance to my brother.  I think this interaction was trying to see if we could have trust and have faith in one another to do the right thing.
Male,b,BCG,Hold,"This pattern reminds me of short term vs long term rewards and gratification. If A and B both work together, they are both rewarded. If either A or B is selfish, only one party benefits."
Female,a,BCG,Hold,"This interaction reminds me of negotiation or decision-making situations where both parties have to make a choice without knowing the other party's decision. Depending on the choices made, one party might end up with more resources than the other. It could also represent a situation of risk-taking where one party has to decide whether to hold onto a smaller but guaranteed amount of resources or take a chance to potentially gain more."
